risk_rank,unique_work_number,state,constituency,mp_name,work_category,work_name,sanction_amount,date_of_administrative_approval,expected_completion_date,implementing_agency_name,work_status,peer_median,peer_count,peer_baseline,cost_deviation_pct,cost_risk,contractor_peer_count,contractor_project_count,contractor_concentration,contractor_risk,similar_project_id,similar_project_name,text_similarity,text_similarity_risk,cost_contribution,contractor_contribution,text_similarity_contribution,risk_score,risk_band,anomaly_score,anomaly_flag,top_risk_signal,risk_explanation,rf_anomaly_probability,rf_anomaly_prediction
798,WS/35106/2025/00617,Uttar Pradesh,LUCKNOW,ANITA JOSHI,Streetlight Installation,"Installation of streetlights at Nehru Path chowk, LUCKNOW",180751.67,2025-07-18,2026-07-09,Shree Balaji Construction Co.,Ongoing,186892.53,7,constituency + work_category,-3.2857707046932196,0.0,7,1,0.14285714285714285,14.285714285714285,WS/56590/2023/00680,"Installation of streetlights at Nehru Path chowk, AURANGABAD_MH",0.9473095045410025,94.73095045410025,0.0,4.285714285714286,23.682737613525063,27.968451899239348,Low,0.7077856420626896,False,Text Similarity,Project description has 0.95 semantic similarity with project WS/56590/2023/00680.,4.103462318660869,0
799,WS/17944/2024/00019,Maharashtra,HINGOLI,SANJAY DESHMUKH,Community Hall,"Multipurpose community centre building at Subhash Nagar panchayat, HINGOLI",2558946.56,2024-07-22,2024-10-17,Progressive Engineers & Contractors,Completed,2558946.56,7,constituency + work_category,0.0,0.0,7,1,0.14285714285714285,14.285714285714285,WS/25389/2025/00191,"Multipurpose community centre building at Panchayat Bhavan Marg panchayat, HINGOLI",0.9471032695693558,94.71032695693557,0.0,4.285714285714286,23.677581739233894,27.96329602494818,Low,0.40444893832153694,False,Text Similarity,Project description has 0.95 semantic similarity with project WS/25389/2025/00191.,4.883986882633491,0
800,WS/57329/2024/00265,West Bengal,HOWRAH,ABHIJIT GANGOPADHYAY,Drainage / Nala,"Covered drain construction from Vivekanand Marg to Shanti Nagar, HOWRAH",749624.29,2024-11-29,2025-03-05,United Rural Builders,Completed,711107.83,7,constituency + work_category,5.416402179118191,1.805467393039397,7,1,0.14285714285714285,14.285714285714285,WS/80189/2024/00923,"Covered drain construction from Kisan Nagar to Shanti Nagar, HOWRAH",0.9142215555078421,91.42215555078421,0.8124603268677286,4.285714285714286,22.855538887696053,27.953713500278067,Low,18.099089989888775,False,Text Similarity,Project description has 0.91 semantic similarity with project WS/80189/2024/00923.,5.782886105458837,0
801,WS/28661/2023/00279,Maharashtra,NAGPUR,ADV GOWAAL KAGADA PADAVI,Road Construction,Construction of concrete road from Kisan Nagar to Nehru Path in NAGPUR,1148830.43,2023-11-30,2024-08-30,Metro Civil Works Pvt Ltd,Completed,1608217.0,8,constituency + work_category,-28.5649616936023,0.0,8,1,0.125,12.5,WS/99573/2023/00365,Construction of concrete road from Nehru Path to Shanti Nagar in NAGPUR,0.9679592162474074,96.79592162474074,0.0,3.75,24.198980406185186,27.948980406185186,Low,35.69261880687563,False,Text Similarity,Project description has 0.97 semantic similarity with project WS/99573/2023/00365.,3.9613348025871997,0
802,WS/33038/2025/00388,Kerala,KOTTAYAM,VIKRAM SINGH RATHORE,School Building Repair,"Repair and renovation of Govt. School building at Panchayat Bhavan Marg, KOTTAYAM",1023501.16,2025-06-02,2026-01-04,Metro Civil Works Pvt Ltd,Completed,1614055.3199999998,8,constituency + work_category,-36.5882230108445,0.0,8,1,0.125,12.5,WS/54514/2025/00745,"Repair and renovation of Govt. School building at Panchayat Bhavan Marg, MURSHIDABAD",0.9671656357891996,96.71656357891996,0.0,3.75,24.17914089472999,27.92914089472999,Low,43.98382204246714,False,Text Similarity,Project description has 0.97 semantic similarity with project WS/54514/2025/00745.,3.796619736232789,0
803,WS/90967/2023/00442,Bihar,PATNA_SAHIB,ADITYA YADAV,Solar Light Installation,"Solar street light at Ambedkar Colony chowk parisar, PATNA_SAHIB",123962.38,2023-08-18,2024-03-13,Om Sai Infra Pvt Ltd,Sanctioned,179785.09,13,constituency + work_category,-31.049688269477738,0.0,13,2,0.15384615384615385,15.384615384615385,WS/72835/2025/00207,"Solar street light at Gandhi Chowk chowk parisar, PATNA_SAHIB",0.9322005451991697,93.22005451991697,0.0,4.615384615384615,23.305013629979243,27.920398245363856,Low,23.660262891809907,False,Text Similarity,Project description has 0.93 semantic similarity with project WS/72835/2025/00207.,4.551618394953945,0
804,WS/93726/2024/00550,West Bengal,MURSHIDABAD,ABHIJIT GANGOPADHYAY,Water Supply / Handpump,"Water supply pipeline extension to Ambedkar Colony area, MURSHIDABAD",328984.09,2024-01-27,2024-11-21,Progressive Engineers & Contractors,Completed,400792.35,11,constituency + work_category,-17.916574505476454,0.0,11,2,0.18181818181818182,18.181818181818183,WS/98407/2025/00461,"Water supply pipeline extension to Ambedkar Colony area, LUCKNOW",0.8980294938585549,89.80294938585548,0.0,5.454545454545455,22.45073734646387,27.905282801009328,Low,43.78159757330637,False,Text Similarity,Project description has 0.90 semantic similarity with project WS/98407/2025/00461.,4.424612371992715,0
805,WS/30079/2024/00469,Maharashtra,PUNE,ANITA JOSHI,Road Construction,"CC road construction at Andouli ward, PUNE",1342838.12,2024-10-30,2025-03-15,New India Construction Co.,Ongoing,1490771.79,6,constituency + work_category,-9.92329416161007,0.0,6,1,0.16666666666666666,16.666666666666664,WS/67725/2024/00753,"CC road construction at Gandhi Chowk ward, PUNE",0.916132197845786,91.6132197845786,0.0,4.999999999999999,22.90330494614465,27.90330494614465,Low,13.852376137512639,False,Text Similarity,Project description has 0.92 semantic similarity with project WS/67725/2024/00753.,4.702121004740717,0
806,WS/15759/2024/00789,Jammu And Kashmir,SRINAGAR,ADV ADOOR PRAKASH,Road Construction,"Widening and strengthening of road near Ram Nagar village, SRINAGAR",1918534.89,2024-01-11,2025-02-06,Jai Hind Infrastructure,New Recommendation,1864190.97,7,constituency + work_category,2.915147690045936,0.9717158966819786,7,1,0.14285714285714285,14.285714285714285,WS/57537/2023/00101,"Widening and strengthening of road near Ram Nagar village, KANPUR",0.9257186901912651,92.57186901912651,0.43727215350689036,4.285714285714286,23.142967254781627,27.865953694002805,Low,9.201213346814964,False,Text Similarity,Project description has 0.93 semantic similarity with project WS/57537/2023/00101.,4.929145597711208,0
807,WS/85483/2024/00426,Kerala,KOTTAYAM,RAJESH KUMAR SHARMA,Solar Light Installation,"Solar light installation near Panchayat Bhavan Marg hanuman mandir, KOTTAYAM",240207.41,2024-07-05,2024-12-04,Jai Hind Infrastructure,Ongoing,293516.93,9,constituency + work_category,-18.162332237530553,0.0,9,1,0.1111111111111111,11.11111111111111,WS/20322/2024/00908,"Solar light installation near Panchayat Bhavan Marg hanuman mandir, AURANGABAD_MH",0.9808465163455784,98.08465163455784,0.0,3.333333333333333,24.52116290863946,27.854496241972793,Low,42.2649140546006,False,Text Similarity,Project description has 0.98 semantic similarity with project WS/20322/2024/00908.,4.651000583129848,0
808,WS/12179/2023/00816,Bihar,PATNA_SAHIB,VIKRAM SINGH RATHORE,Streetlight Installation,"Installation of streetlights at Panchayat Bhavan Marg chowk, PATNA_SAHIB",335906.97,2023-10-10,2023-12-10,Progressive Engineers & Contractors,New Recommendation,413897.96,7,constituency + work_category,-18.84304769223797,0.0,7,1,0.14285714285714285,14.285714285714285,WS/72347/2025/00621,"Installation of streetlights at Panchayat Bhavan Marg chowk, ERNAKULAM",0.9421769129376576,94.21769129376575,0.0,4.285714285714286,23.55442282344144,27.840137109155723,Low,10.313447927199192,False,Text Similarity,Project description has 0.94 semantic similarity with project WS/72347/2025/00621.,4.244315875271239,0
809,WS/32439/2024/00162,Jammu And Kashmir,JAMMU,ADV GOWAAL KAGADA PADAVI,Streetlight Installation,"LED streetlight installation along Panchayat Bhavan Marg road, JAMMU",390065.11,2024-08-27,2025-09-19,National Builders & Contractors,Ongoing,361260.085,22,state + work_category,7.9734867470896935,2.657828915696564,22,2,0.09090909090909091,9.090909090909092,WS/70901/2025/00044,"LED streetlight installation along Panchayat Bhavan Marg road, ERNAKULAM",0.9566720021914004,95.66720021914004,1.1960230120634538,2.7272727272727275,23.91680005478501,27.84009579412119,Low,16.78463094034378,False,Text Similarity,Project description has 0.96 semantic similarity with project WS/70901/2025/00044.,5.897643528197674,0
810,WS/54914/2025/00333,Kerala,ERNAKULAM,ANITA JOSHI,Community Hall,"Multipurpose community centre building at Subhash Nagar panchayat, ERNAKULAM",2532768.14,2025-09-08,2026-01-23,National Builders & Contractors,Ongoing,2323014.515,12,constituency + work_category,9.029372121680437,3.009790707226812,12,1,0.08333333333333333,8.333333333333332,WS/84421/2023/00520,"Multipurpose community centre building at Shanti Nagar panchayat, ERNAKULAM",0.9592830127189331,95.92830127189332,1.3544058182520655,2.4999999999999996,23.98207531797333,27.836481136225395,Low,21.73913043478261,False,Text Similarity,Project description has 0.96 semantic similarity with project WS/84421/2023/00520.,5.277284110545263,0
811,WS/54579/2024/00513,Jammu And Kashmir,BARAMULLAH,MEERA IYER,Streetlight Installation,"LED streetlight installation along Ambedkar Colony road, BARAMULLAH",161220.65,2024-08-07,2025-06-19,National Builders & Contractors,Ongoing,293101.97,7,constituency + work_category,-44.99503022787598,0.0,7,1,0.14285714285714285,14.285714285714285,WS/13418/2023/00487,"LED streetlight installation along Vivekanand Marg road, BARAMULLAH",0.9411559813256394,94.11559813256393,0.0,4.285714285714286,23.528899533140983,27.814613818855268,Low,36.09706774519717,False,Text Similarity,Project description has 0.94 semantic similarity with project WS/13418/2023/00487.,3.945363455435586,0
812,WS/59081/2023/00197,West Bengal,TAMLUK,ADV GOWAAL KAGADA PADAVI,School Building Repair,"Construction of additional classroom at Subhash Nagar school, TAMLUK",651973.86,2023-08-17,2024-09-08,Deep Construction Co.,Sanctioned,1028136.42,7,constituency + work_category,-36.58683348655231,0.0,7,1,0.14285714285714285,14.285714285714285,WS/29887/2024/00067,"Construction of additional classroom at Shanti Nagar school, TAMLUK",0.9409041300392689,94.09041300392688,0.0,4.285714285714286,23.52260325098172,27.808317536696006,Low,26.289180990899897,False,Text Similarity,Project description has 0.94 semantic similarity with project WS/29887/2024/00067.,3.945363455435586,0
813,WS/60173/2024/00531,Maharashtra,PUNE,AASHTIKAR PATIL NAGESH BAPURAO,Drainage / Nala,"Covered drain construction from Subhash Nagar to Subhash Nagar, PUNE",688543.95,2024-11-25,2025-08-13,Progressive Engineers & Contractors,New Recommendation,715620.8999999999,6,constituency + work_category,-3.7837002804138278,0.0,6,1,0.16666666666666666,16.666666666666664,WS/28030/2024/00133,"Covered drain construction from Shanti Nagar to Ram Nagar, PUNE",0.9120176689883651,91.20176689883651,0.0,4.999999999999999,22.800441724709128,27.800441724709128,Low,12.537917087967642,False,Text Similarity,Project description has 0.91 semantic similarity with project WS/28030/2024/00133.,4.782355149442908,0
814,WS/64596/2025/00589,Jammu And Kashmir,SRINAGAR,ABU TAHER KHAN,Solar Light Installation,"Solar light installation near Panchayat Bhavan Marg hanuman mandir, SRINAGAR",171489.66,2025-11-30,2026-12-16,Shree Balaji Construction Co.,New Recommendation,262058.81,9,constituency + work_category,-34.56062019055952,0.0,9,1,0.1111111111111111,11.11111111111111,WS/79501/2024/00545,"Solar light installation near Panchayat Bhavan Marg hanuman mandir, AURANGABAD_BR",0.9784732683642823,97.84732683642822,0.0,3.333333333333333,24.461831709107056,27.795165042440388,Low,55.71284125379171,False,Text Similarity,Project description has 0.98 semantic similarity with project WS/79501/2024/00545.,3.9225706134808234,0
815,WS/36475/2024/00643,Maharashtra,NANDURBAR(ST),ADV GOWAAL KAGADA PADAVI,School Building Repair,"Repair and renovation of Govt. School building at Shanti Nagar, NANDURBAR(ST)",1079535.29,2024-06-20,2025-03-23,Progressive Engineers & Contractors,Completed,1180120.0899999999,18,state + work_category,-8.5232681701063,0.0,18,2,0.1111111111111111,11.11111111111111,WS/86122/2024/00280,"Repair and renovation of Govt. School building at Ram Nagar, NANDURBAR(ST)",0.978169404536672,97.8169404536672,0.0,3.333333333333333,24.4542351134168,27.787568446750132,Low,29.625884732052576,False,Text Similarity,Project description has 0.98 semantic similarity with project WS/86122/2024/00280.,5.142886392179836,0
816,WS/75230/2024/00089,Uttar Pradesh,KANPUR,ADHIKARI SOUMENDU,Drainage / Nala,"Construction of drainage/nala near Bazaar Road area, KANPUR",457562.42,2024-12-15,2025-08-27,Jai Hind Infrastructure,Ongoing,590159.745,14,state + work_category,-22.468039564440303,0.0,14,2,0.14285714285714285,14.285714285714285,WS/70693/2025/00856,"Construction of drainage/nala near Bazaar Road area, AURANGABAD_MH",0.9400533561871948,94.00533561871947,0.0,4.285714285714286,23.501333904679868,27.787048190394152,Low,14.459049544994945,False,Text Similarity,Project description has 0.94 semantic similarity with project WS/70693/2025/00856.,4.593902416474546,0
817,WS/99825/2023/00226,West Bengal,TAMLUK,ADV GOWAAL KAGADA PADAVI,School Building Repair,"Repair and renovation of Govt. School building at Subhash Nagar, TAMLUK",942919.38,2023-06-26,2024-06-06,Ganesh Engineering Works,Ongoing,1028136.42,7,constituency + work_category,-8.28849541192209,0.0,7,1,0.14285714285714285,14.285714285714285,WS/12596/2024/00799,"Repair and renovation of Govt. School building at Subhash Nagar, MURSHIDABAD",0.9397609005791124,93.97609005791125,0.0,4.285714285714286,23.494022514477813,27.779736800192097,Low,4.954499494438827,False,Text Similarity,Project description has 0.94 semantic similarity with project WS/12596/2024/00799.,4.720506351461715,0
818,WS/86015/2025/00766,Kerala,KOTTAYAM,AASHTIKAR PATIL NAGESH BAPURAO,Solar Light Installation,"Solar street light at Panchayat Bhavan Marg chowk parisar, KOTTAYAM",204815.95,2025-07-21,2026-03-15,Sri Lakshmi Contractors,Sanctioned,293516.93,9,constituency + work_category,-30.220055790308244,0.0,9,1,0.1111111111111111,11.11111111111111,WS/89822/2025/00114,"Solar street light at Panchayat Bhavan Marg chowk parisar, LUCKNOW",0.9776944511016024,97.76944511016023,0.0,3.333333333333333,24.44236127754006,27.77569461087339,Low,50.859453993933265,False,Text Similarity,Project description has 0.98 semantic similarity with project WS/89822/2025/00114.,3.7598722007824112,0
819,WS/96858/2023/00391,Kerala,KOTTAYAM,ABU TAHER KHAN,School Building Repair,"Repair and renovation of Govt. School building at Gandhi Chowk, KOTTAYAM",1101572.44,2023-07-02,2024-03-21,New India Construction Co.,Completed,1614055.3199999998,8,constituency + work_category,-31.751258686722082,0.0,8,1,0.125,12.5,WS/37621/2025/00897,"Repair and renovation of Govt. School building at Gandhi Chowk, AURANGABAD_BR",0.9601764434312274,96.01764434312274,0.0,3.75,24.004411085780685,27.754411085780685,Low,32.355915065722954,False,Text Similarity,Project description has 0.96 semantic similarity with project WS/37621/2025/00897.,3.872407115185551,0
820,WS/83007/2024/00662,Kerala,IDUKKI,PRIYA VERMA,Water Supply / Handpump,"Water supply pipeline extension to Andouli area, IDUKKI",496303.67,2024-12-02,2025-06-11,Om Sai Infra Pvt Ltd,Completed,473073.31,7,constituency + work_category,4.91052010522428,1.6368400350747598,7,1,0.14285714285714285,14.285714285714285,WS/88311/2024/00411,"Water supply pipeline extension to Andouli area, AURANGABAD_BR",0.9090742478831089,90.90742478831089,0.7365780157836419,4.285714285714286,22.726856197077723,27.74914849857565,Low,21.53690596562184,False,Text Similarity,Project description has 0.91 semantic similarity with project WS/88311/2024/00411.,4.834079883944376,0
821,WS/58434/2025/00027,Maharashtra,AURANGABAD_MH,ADITYA YADAV,Streetlight Installation,"LED streetlight installation along Nehru Path road, AURANGABAD_MH",269340.19,2025-11-11,2026-07-07,Om Sai Infra Pvt Ltd,Ongoing,374641.63,7,constituency + work_category,-28.107244782166894,0.0,7,1,0.14285714285714285,14.285714285714285,WS/10702/2025/00663,"LED streetlight installation along Nehru Path road, SRINAGAR",0.938170805383564,93.81708053835641,0.0,4.285714285714286,23.454270134589102,27.739984420303387,Low,19.919110212335692,False,Text Similarity,Project description has 0.94 semantic similarity with project WS/10702/2025/00663.,3.7597648807559834,0
822,WS/30369/2023/00282,Kerala,KOTTAYAM,ADV K FRANCIS GEORGE,School Building Repair,"Construction of additional classroom at Ram Nagar school, KOTTAYAM",780738.22,2023-06-16,2023-11-26,National Builders & Contractors,Completed,1614055.3199999998,8,constituency + work_category,-51.62878184373507,0.0,8,1,0.125,12.5,WS/84086/2025/00596,"Construction of additional classroom at Kisan Nagar school, KOTTAYAM",0.9591031326880073,95.91031326880073,0.0,3.75,23.977578317200184,27.727578317200184,Low,51.061678463094026,False,Text Similarity,Project description has 0.96 semantic similarity with project WS/84086/2025/00596.,4.752799029962533,0
823,WS/42728/2023/00420,West Bengal,MURSHIDABAD,ADV ADOOR PRAKASH,Water Supply / Handpump,"Installation of handpump at Bazaar Road village, MURSHIDABAD",369439.56,2023-12-28,2024-06-10,Ganesh Engineering Works,Ongoing,400792.35,11,constituency + work_category,-7.8227017057586,0.0,11,1,0.09090909090909091,9.090909090909092,WS/57540/2024/00904,"Installation of handpump at Bazaar Road village, MURSHIDABAD",1.0000000000000004,100.0,0.0,2.7272727272727275,25.0,27.727272727272727,Low,55.409504550050556,False,Text Similarity,Project description has 1.00 semantic similarity with project WS/57540/2024/00904.,19.843782843655607,0
