unique_work_number,state,constituency,mp_name,work_category,work_name,sanction_amount,date_of_administrative_approval,expected_completion_date,implementing_agency_name,work_status
WS/49378/2025/00229,Bihar,PATNA_SAHIB,ADV K FRANCIS GEORGE,School Building Repair,"Repair and renovation of Govt. School building at Vivekanand Marg, PATNA_SAHIB",1541665.66,28-08-2025,25-09-2026,Jai Hind Infrastructure,Ongoing
WS/29142/2025/00140,West Bengal,TAMLUK,RAJESH KUMAR SHARMA,Drainage / Nala,"Covered drain construction from Shanti Nagar to Andouli, TAMLUK",325368.79,09-11-2025,27-02-2026,Deep Construction Co.,New Recommendation
WS/72193/2024/00508,Bihar,PATNA_SAHIB,AASHTIKAR PATIL NAGESH BAPURAO,Solar Light Installation,"Solar light installation near Andouli hanuman mandir, PATNA_SAHIB",161470.18,04-03-2024,23-10-2024,Progressive Engineers & Contractors,Sanctioned
WS/28961/2024/00893,West Bengal,HOWRAH,VIKRAM SINGH RATHORE,Solar Light Installation,"Solar light installation near Ram Nagar hanuman mandir, HOWRAH",123559.77,12-11-2024,17-08-2025,Deep Construction Co.,New Recommendation
WS/70106/2024/00576,Bihar,AURANGABAD_BR,ABDUL RASHID SHEIKH,Water Supply / Handpump,"Water supply pipeline extension to Subhash Nagar area, AURANGABAD_BR",598066.08,13-01-2024,21-05-2024,Om Sai Infra Pvt Ltd,Sanctioned
WS/45811/2025/00148,Bihar,AURANGABAD_BR,ADITYA YADAV,Community Hall,"Multipurpose community centre building at Ram Nagar panchayat, AURANGABAD_BR",2392435.44,08-06-2025,31-08-2025,Progressive Engineers & Contractors,New Recommendation
WS/66980/2024/00529,Uttar Pradesh,KANPUR,ADITYA YADAV,Drainage / Nala,"Construction of drainage/nala near Kisan Nagar area, KANPUR",913365.11,19-02-2024,19-09-2024,Jai Hind Infrastructure,New Recommendation
WS/12125/2024/00210,Bihar,AURANGABAD_BR,RAJESH KUMAR SHARMA,Community Hall,"Multipurpose community centre building at Nehru Path panchayat, AURANGABAD_BR",2534825.43,28-10-2024,19-04-2025,Deep Construction Co.,Ongoing
WS/42150/2023/00719,Uttar Pradesh,BADAUN,ABHIJIT GANGOPADHYAY,Water Supply / Handpump,"Water supply pipeline extension to Kisan Nagar area, BADAUN",855327.27,02-10-2023,10-12-2023,Bharat Infra Solutions,Ongoing
WS/81576/2025/00927,Bihar,GAYA,PRIYA VERMA,Road Construction,"Widening and strengthening of road near Shanti Nagar village, GAYA",1171658.71,28-12-2025,02-06-2026,Shree Balaji Construction Co.,Sanctioned
WS/46352/2025/00735,Bihar,PATNA_SAHIB,ADITYA YADAV,Road Construction,"Widening and strengthening of road near Bazaar Road village, PATNA_SAHIB",1133347.55,19-07-2025,09-08-2026,Sri Lakshmi Contractors,Completed
WS/37425/2025/00758,Uttar Pradesh,VARANASI,ABU TAHER KHAN,Community Hall,"Multipurpose community centre building at Kisan Nagar panchayat, VARANASI",2117929.12,04-01-2025,26-07-2025,National Builders & Contractors,Sanctioned
WS/41270/2024/00524,Bihar,GAYA,ABHAY KUMAR SINHA,Solar Light Installation,"Solar light installation near Bazaar Road hanuman mandir, GAYA",205741.34,16-07-2024,07-04-2025,Jai Hind Infrastructure,Sanctioned
WS/27191/2024/00691,West Bengal,KANTHI,MEERA IYER,Drainage / Nala,"Covered drain construction from Nehru Path to Kisan Nagar, KANTHI",756872.35,22-11-2024,13-07-2025,Jai Hind Infrastructure,Sanctioned
WS/97394/2024/00599,Uttar Pradesh,KANPUR,ABHAY KUMAR SINHA,Streetlight Installation,"Installation of streetlights at Vivekanand Marg chowk, KANPUR",327490.63,15-08-2024,25-03-2025,Jai Hind Infrastructure,Completed
WS/75350/2025/00759,Kerala,ATTINGAL,ADHIKARI SOUMENDU,Streetlight Installation,"Installation of streetlights at Station Road chowk, ATTINGAL",324652.13,20-09-2025,15-10-2026,United Rural Builders,New Recommendation
WS/70811/2023/00125,Jammu And Kashmir,BARAMULLAH,ABU TAHER KHAN,Solar Light Installation,"Solar street light at Bazaar Road chowk parisar, BARAMULLAH",365703.33,17-06-2023,14-11-2023,Progressive Engineers & Contractors,Sanctioned
WS/51359/2023/00063,Bihar,GAYA,MEERA IYER,Community Hall,"Construction of community hall at Ram Nagar, GAYA",2266557.48,23-11-2023,23-03-2024,Deep Construction Co.,Ongoing
WS/21136/2025/00886,Jammu And Kashmir,JAMMU,AASHTIKAR PATIL NAGESH BAPURAO,Solar Light Installation,"Solar street light at Gandhi Chowk chowk parisar, JAMMU",438226.27,06-12-2025,30-03-2026,United Rural Builders,New Recommendation
WS/93928/2025/00340,Kerala,ATTINGAL,ANITA JOSHI,Drainage / Nala,"Construction of drainage/nala near Nehru Path area, ATTINGAL",410845.78,29-03-2025,26-04-2026,Shree Balaji Construction Co.,Sanctioned
WS/57352/2024/00708,Kerala,ERNAKULAM,ANITA JOSHI,Water Supply / Handpump,"Installation of handpump at Ambedkar Colony village, ERNAKULAM",373343.33,01-03-2024,19-01-2025,Jai Hind Infrastructure,Ongoing
WS/69596/2024/00494,West Bengal,HOWRAH,ADV K FRANCIS GEORGE,School Building Repair,"Construction of additional classroom at Ram Nagar school, HOWRAH",434876.96,08-07-2024,05-07-2025,Deep Construction Co.,Ongoing
WS/24860/2024/00930,Bihar,GAYA,PRIYA VERMA,Community Hall,"Multipurpose community centre building at Shanti Nagar panchayat, GAYA",2380528.05,07-10-2024,12-07-2025,Shree Balaji Construction Co.,New Recommendation
WS/32833/2025/00298,Bihar,AURANGABAD_BR,ADHIKARI SOUMENDU,Water Supply / Handpump,"Water supply pipeline extension to Kisan Nagar area, AURANGABAD_BR",864085.47,19-06-2025,11-07-2026,Metro Civil Works Pvt Ltd,New Recommendation
WS/62436/2023/00842,Bihar,AURANGABAD_BR,SANJAY DESHMUKH,Road Construction,"Widening and strengthening of road near Ambedkar Colony village, AURANGABAD_BR",1734742.64,23-12-2023,03-09-2024,Progressive Engineers & Contractors,Ongoing
WS/64379/2025/00100,Jammu And Kashmir,SRINAGAR,MEERA IYER,Community Hall,"Multipurpose community centre building at Panchayat Bhavan Marg panchayat, SRINAGAR",3176215.55,30-04-2025,01-04-2026,Sri Lakshmi Contractors,Ongoing
WS/22561/2025/00609,Uttar Pradesh,VARANASI,ADV K FRANCIS GEORGE,Solar Light Installation,"Solar street light at Station Road chowk parisar, VARANASI",395748.21,28-06-2025,28-01-2026,Bharat Infra Solutions,New Recommendation
WS/96832/2023/00342,West Bengal,MURSHIDABAD,ADITYA YADAV,Water Supply / Handpump,"Installation of handpump at Station Road village, MURSHIDABAD",680018.02,10-04-2023,10-11-2023,Sri Lakshmi Contractors,Completed
WS/59060/2024/00110,Bihar,PATNA_SAHIB,PRIYA VERMA,School Building Repair,"Construction of additional classroom at Shanti Nagar school, PATNA_SAHIB",1421457.51,15-02-2024,19-11-2024,New India Construction Co.,New Recommendation
WS/77760/2025/00666,West Bengal,KANTHI,RAJESH KUMAR SHARMA,School Building Repair,"Repair and renovation of Govt. School building at Vivekanand Marg, KANTHI",796095.71,14-09-2025,27-03-2026,Jai Hind Infrastructure,New Recommendation
WS/50063/2025/00850,Uttar Pradesh,VARANASI,ADV DEAN KURIAKOSE,School Building Repair,"Repair and renovation of Govt. School building at Subhash Nagar, VARANASI",1128832.53,05-04-2025,29-09-2025,Bharat Infra Solutions,Completed
WS/58270/2024/00277,Maharashtra,PUNE,ADITYA YADAV,Community Hall,"Construction of community hall at Bazaar Road, PUNE",2909516.85,06-02-2024,18-02-2025,Ganesh Engineering Works,Sanctioned
WS/57472/2025/00057,Maharashtra,AURANGABAD_MH,ADV K FRANCIS GEORGE,Road Construction,"CC road construction at Panchayat Bhavan Marg ward, AURANGABAD_MH",2244278.57,21-07-2025,27-05-2026,Om Sai Infra Pvt Ltd,Sanctioned
WS/66881/2024/00087,Uttar Pradesh,BADAUN,ADV ADOOR PRAKASH,Water Supply / Handpump,"Installation of handpump at Ram Nagar village, BADAUN",679079.7,20-01-2024,14-07-2024,Deep Construction Co.,Completed
WS/55508/2025/00056,Uttar Pradesh,LUCKNOW,ABHIJIT GANGOPADHYAY,Water Supply / Handpump,"Water supply pipeline extension to Station Road area, LUCKNOW",740736.62,18-08-2025,20-08-2026,Om Sai Infra Pvt Ltd,Completed
WS/47342/2024/00860,Jammu And Kashmir,BARAMULLAH,RAJESH KUMAR SHARMA,Water Supply / Handpump,"Water supply pipeline extension to Andouli area, BARAMULLAH",503772.11,02-04-2024,10-09-2024,Om Sai Infra Pvt Ltd,Ongoing
WS/19390/2025/00472,West Bengal,HOWRAH,ADITYA YADAV,Streetlight Installation,"LED streetlight installation along Nehru Path road, HOWRAH",427198.58,23-04-2025,17-03-2026,Ganesh Engineering Works,Ongoing
WS/60173/2024/00531,Maharashtra,PUNE,AASHTIKAR PATIL NAGESH BAPURAO,Drainage / Nala,"Covered drain construction from Subhash Nagar to Subhash Nagar, PUNE",688543.95,25-11-2024,13-08-2025,Progressive Engineers & Contractors,New Recommendation
WS/27510/2025/00896,Kerala,ATTINGAL,ADV ADOOR PRAKASH,Community Hall,"Multipurpose community centre building at Ram Nagar panchayat, ATTINGAL",1507165.26,19-08-2025,26-10-2025,New India Construction Co.,Sanctioned
WS/46587/2023/00782,West Bengal,HOWRAH,ABHAY KUMAR SINHA,Road Construction,Construction of concrete road from Shanti Nagar to Shanti Nagar in HOWRAH,1732328.52,05-12-2023,14-09-2024,National Builders & Contractors,Sanctioned
WS/16889/2025/00827,Kerala,ERNAKULAM,ABDUL RASHID SHEIKH,Solar Light Installation,"Solar street light at Shanti Nagar chowk parisar, ERNAKULAM",216600.59,26-07-2025,09-01-2026,Deep Construction Co.,Ongoing
WS/67732/2025/00474,Bihar,AURANGABAD_BR,RAJESH KUMAR SHARMA,Streetlight Installation,"Installation of streetlights at Andouli chowk, AURANGABAD_BR",519712.82,01-07-2025,13-04-2026,Jai Hind Infrastructure,Ongoing
WS/59735/2024/00007,Kerala,KOTTAYAM,ABHAY KUMAR SINHA,Streetlight Installation,"Installation of streetlights at Nehru Path chowk, KOTTAYAM",435740.23,28-09-2024,01-04-2025,National Builders & Contractors,Sanctioned
WS/16674/2023/00687,West Bengal,HOWRAH,AASHTIKAR PATIL NAGESH BAPURAO,Solar Light Installation,"Solar light installation near Vivekanand Marg hanuman mandir, HOWRAH",257330.7,05-12-2023,16-05-2024,Bharat Infra Solutions,Sanctioned
WS/62354/2023/00413,Uttar Pradesh,LUCKNOW,ABDUL RASHID SHEIKH,Community Hall,"Multipurpose community centre building at Vivekanand Marg panchayat, LUCKNOW",2098141.56,01-04-2023,19-08-2023,Om Sai Infra Pvt Ltd,New Recommendation
WS/67595/2023/00129,Maharashtra,PUNE,ABHAY KUMAR SINHA,Streetlight Installation,"Installation of streetlights at Station Road chowk, PUNE",440757.19,11-05-2023,13-11-2023,Deep Construction Co.,Sanctioned
WS/98940/2025/00403,Uttar Pradesh,BADAUN,ABHAY KUMAR SINHA,School Building Repair,"Construction of additional classroom at Panchayat Bhavan Marg school, BADAUN",1323149.66,10-10-2025,13-10-2026,United Rural Builders,Completed
WS/65876/2023/00866,Uttar Pradesh,LUCKNOW,ADV ADOOR PRAKASH,Road Construction,Construction of concrete road from Andouli to Bazaar Road in LUCKNOW,1024902.88,10-05-2023,26-11-2023,Ganesh Engineering Works,Ongoing
WS/96410/2023/00944,Maharashtra,AURANGABAD_MH,ABU TAHER KHAN,Drainage / Nala,"Construction of drainage/nala near Andouli area, AURANGABAD_MH",781875.5,08-12-2023,17-08-2024,Shree Balaji Construction Co.,New Recommendation
WS/61990/2024/00055,Jammu And Kashmir,SRINAGAR,ABHIJIT GANGOPADHYAY,Streetlight Installation,"Installation of streetlights at Kisan Nagar chowk, SRINAGAR",161555.29,14-02-2024,02-02-2025,Progressive Engineers & Contractors,Sanctioned
WS/68540/2025/00301,Jammu And Kashmir,SRINAGAR,ADV K FRANCIS GEORGE,Drainage / Nala,"Construction of drainage/nala near Andouli area, SRINAGAR",872568.09,12-12-2025,27-03-2026,Deep Construction Co.,New Recommendation
WS/84603/2023/00899,West Bengal,MURSHIDABAD,AASHTIKAR PATIL NAGESH BAPURAO,Drainage / Nala,"Construction of drainage/nala near Subhash Nagar area, MURSHIDABAD",628719.8,20-06-2023,22-12-2023,Om Sai Infra Pvt Ltd,Completed
WS/38574/2024/00580,Kerala,ATTINGAL,MEERA IYER,School Building Repair,"Construction of additional classroom at Shanti Nagar school, ATTINGAL",736716.09,23-10-2024,28-12-2024,Deep Construction Co.,Sanctioned
WS/66168/2023/00922,West Bengal,HOWRAH,ABHIJIT GANGOPADHYAY,Water Supply / Handpump,"Installation of handpump at Vivekanand Marg village, HOWRAH",825151.37,06-10-2023,01-01-2024,Om Sai Infra Pvt Ltd,Completed
WS/33149/2023/00557,Maharashtra,PUNE,RAVI SHANKAR PRASAD JI,Solar Light Installation,"Solar street light at Station Road chowk parisar, PUNE",436323.93,22-06-2023,12-04-2024,Bharat Infra Solutions,Ongoing
WS/57622/2024/00636,Bihar,PATNA_SAHIB,ANITA JOSHI,Solar Light Installation,"Solar street light at Subhash Nagar chowk parisar, PATNA_SAHIB",367716.37,13-03-2024,05-08-2024,Jai Hind Infrastructure,New Recommendation
WS/95990/2025/00131,Bihar,PATNA_SAHIB,ABU TAHER KHAN,Community Hall,"Multipurpose community centre building at Kisan Nagar panchayat, PATNA_SAHIB",1703754.97,08-02-2025,20-06-2025,New India Construction Co.,New Recommendation
WS/34116/2025/00383,Jammu And Kashmir,JAMMU,RAJESH KUMAR SHARMA,Drainage / Nala,"Covered drain construction from Gandhi Chowk to Bazaar Road, JAMMU",671389.05,21-01-2025,09-12-2025,National Builders & Contractors,Ongoing
WS/84345/2025/00525,West Bengal,HOWRAH,ABHAY KUMAR SINHA,Community Hall,"Construction of community hall at Vivekanand Marg, HOWRAH",2020595.36,11-03-2025,08-03-2026,Sri Lakshmi Contractors,Sanctioned
WS/70036/2023/00595,Uttar Pradesh,LUCKNOW,RAVI SHANKAR PRASAD JI,Community Hall,"Construction of community hall at Vivekanand Marg, LUCKNOW",1803725.06,26-04-2023,18-01-2024,Metro Civil Works Pvt Ltd,Ongoing
WS/89988/2025/00249,Bihar,AURANGABAD_BR,MEERA IYER,Solar Light Installation,"Solar light installation near Panchayat Bhavan Marg hanuman mandir, AURANGABAD_BR",447885.19,03-06-2025,01-12-2025,Ganesh Engineering Works,New Recommendation
WS/77965/2024/00806,Maharashtra,HINGOLI,ABHAY KUMAR SINHA,Water Supply / Handpump,"Installation of handpump at Gandhi Chowk village, HINGOLI",698126.63,28-04-2024,16-01-2025,Deep Construction Co.,Completed
WS/80968/2025/00310,Jammu And Kashmir,SRINAGAR,ABDUL RASHID SHEIKH,Drainage / Nala,"Construction of drainage/nala near Subhash Nagar area, SRINAGAR",977011.63,12-02-2025,01-06-2025,Om Sai Infra Pvt Ltd,New Recommendation
WS/95054/2025/00929,Bihar,GAYA,PRIYA VERMA,Community Hall,"Multipurpose community centre building at Ambedkar Colony panchayat, GAYA",2755213.0,05-09-2025,06-01-2026,Shree Balaji Construction Co.,Sanctioned
WS/83695/2024/00630,West Bengal,TAMLUK,VIKRAM SINGH RATHORE,Water Supply / Handpump,"Installation of handpump at Shanti Nagar village, TAMLUK",587648.73,04-10-2024,21-09-2025,Metro Civil Works Pvt Ltd,Sanctioned
WS/61177/2025/00144,Uttar Pradesh,VARANASI,ABHAY KUMAR SINHA,Streetlight Installation,"LED streetlight installation along Ambedkar Colony road, VARANASI",394836.88,14-06-2025,29-04-2026,United Rural Builders,Completed
WS/60986/2024/00774,West Bengal,HOWRAH,ADHIKARI SOUMENDU,Road Construction,Construction of concrete road from Gandhi Chowk to Shanti Nagar in HOWRAH,1019534.04,02-06-2024,02-04-2025,Deep Construction Co.,Completed
WS/41091/2023/00091,Kerala,ERNAKULAM,ADV DEAN KURIAKOSE,School Building Repair,"Construction of additional classroom at Subhash Nagar school, ERNAKULAM",1583425.5,21-10-2023,03-07-2024,Metro Civil Works Pvt Ltd,Completed
WS/45058/2023/00432,Kerala,ERNAKULAM,ABHAY KUMAR SINHA,Road Construction,"Widening and strengthening of road near Bazaar Road village, ERNAKULAM",1075399.13,20-11-2023,27-06-2024,New India Construction Co.,New Recommendation
WS/97046/2023/00786,Maharashtra,NAGPUR,AASHTIKAR PATIL NAGESH BAPURAO,Road Construction,Construction of concrete road from Shanti Nagar to Kisan Nagar in NAGPUR,1373098.29,14-10-2023,14-01-2024,Ganesh Engineering Works,Completed
WS/27601/2024/00028,Uttar Pradesh,VARANASI,ANITA JOSHI,Road Construction,Construction of concrete road from Nehru Path to Ram Nagar in VARANASI,1935367.45,19-10-2024,20-05-2025,Progressive Engineers & Contractors,Completed
WS/40154/2024/00573,Maharashtra,NANDURBAR(ST),MEERA IYER,Streetlight Installation,"Installation of streetlights at Ram Nagar chowk, NANDURBAR(ST)",410892.8,03-06-2024,11-11-2024,Deep Construction Co.,New Recommendation
WS/59105/2025/00935,Kerala,KOTTAYAM,SANJAY DESHMUKH,School Building Repair,"Construction of additional classroom at Gandhi Chowk school, KOTTAYAM",1671191.0,20-01-2025,09-10-2025,Ganesh Engineering Works,Completed
WS/76244/2025/00029,Kerala,IDUKKI,ADV DEAN KURIAKOSE,Community Hall,"Construction of community hall at Ambedkar Colony, IDUKKI",3012074.57,04-04-2025,25-11-2025,Ganesh Engineering Works,New Recommendation
WS/12729/2023/00977,Jammu And Kashmir,BARAMULLAH,ADV K FRANCIS GEORGE,Water Supply / Handpump,"Installation of handpump at Bazaar Road village, GAYA",598567.12,14-04-2023,10-02-2024,Sri Lakshmi Contractors,New Recommendation
WS/73214/2024/00421,Maharashtra,HINGOLI,ABHAY KUMAR SINHA,Water Supply / Handpump,"Water supply pipeline extension to Vivekanand Marg area, HINGOLI",869045.78,17-08-2024,26-08-2025,Shree Balaji Construction Co.,Completed
WS/31964/2024/00431,Uttar Pradesh,KANPUR,MEERA IYER,Road Construction,"Widening and strengthening of road near Panchayat Bhavan Marg village, KANPUR",1447820.7,19-01-2024,11-11-2024,Progressive Engineers & Contractors,Ongoing
WS/96556/2025/00478,Jammu And Kashmir,JAMMU,ADV DEAN KURIAKOSE,Road Construction,"CC road construction at Nehru Path ward, JAMMU",1590433.39,23-11-2025,26-01-2026,Om Sai Infra Pvt Ltd,Sanctioned
WS/44053/2024/00438,Bihar,PATNA_SAHIB,RAVI SHANKAR PRASAD JI,Drainage / Nala,"Construction of drainage/nala near Shanti Nagar area, PATNA_SAHIB",1024236.99,26-06-2024,29-01-2025,New India Construction Co.,Sanctioned
WS/76046/2025/00363,Jammu And Kashmir,BARAMULLAH,ADV GOWAAL KAGADA PADAVI,Water Supply / Handpump,"Water supply pipeline extension to Station Road area, BARAMULLAH",441705.51,17-02-2025,24-06-2025,Deep Construction Co.,Ongoing
WS/15210/2024/00480,West Bengal,TAMLUK,ADHIKARI SOUMENDU,Drainage / Nala,"Covered drain construction from Gandhi Chowk to Station Road, TAMLUK",750585.74,12-07-2024,24-06-2025,Deep Construction Co.,Completed
WS/11699/2025/00367,Uttar Pradesh,VARANASI,ABDUL RASHID SHEIKH,School Building Repair,"Repair and renovation of Govt. School building at Kisan Nagar, VARANASI",942576.51,05-12-2025,13-07-2026,United Rural Builders,Completed
WS/54778/2024/00730,Kerala,KOTTAYAM,ADV DEAN KURIAKOSE,Solar Light Installation,"Solar street light at Gandhi Chowk chowk parisar, KOTTAYAM",347713.93,05-01-2024,08-07-2024,Progressive Engineers & Contractors,New Recommendation
WS/55109/2025/00702,Uttar Pradesh,BADAUN,ANITA JOSHI,Community Hall,"Construction of community hall at Andouli, BADAUN",2548263.24,24-09-2025,02-09-2026,Bharat Infra Solutions,New Recommendation
WS/85228/2024/00958,Uttar Pradesh,LUCKNOW,ANITA JOSHI,Drainage / Nala,"Covered drain construction from Station Road to Station Road, NAGPUR",392628.17,10-01-2024,15-01-2025,Progressive Engineers & Contractors,Completed
WS/46261/2024/00516,Maharashtra,AURANGABAD_MH,ADV GOWAAL KAGADA PADAVI,Water Supply / Handpump,"Water supply pipeline extension to Station Road area, AURANGABAD_MH",824494.91,23-02-2024,03-08-2024,Ganesh Engineering Works,New Recommendation
WS/93284/2024/00321,Maharashtra,NAGPUR,ABDUL RASHID SHEIKH,Community Hall,"Construction of community hall at Ram Nagar, NAGPUR",3261584.86,06-01-2024,10-09-2024,Metro Civil Works Pvt Ltd,Sanctioned
WS/37871/2024/00711,Kerala,ERNAKULAM,ADHIKARI SOUMENDU,Drainage / Nala,"Construction of drainage/nala near Ambedkar Colony area, ERNAKULAM",755207.3,09-08-2024,30-05-2025,National Builders & Contractors,Completed
WS/19027/2025/00453,Jammu And Kashmir,JAMMU,ADHIKARI SOUMENDU,Streetlight Installation,"LED streetlight installation along Station Road road, JAMMU",306449.11,19-04-2025,12-02-2026,Bharat Infra Solutions,Ongoing
WS/46073/2024/00540,Maharashtra,NANDURBAR(ST),ANITA JOSHI,Road Construction,"CC road construction at Nehru Path ward, NANDURBAR(ST)",2247456.94,10-01-2024,17-07-2024,National Builders & Contractors,New Recommendation
